 -982 , 132 , 486 , 665 , 870 , -651 , -268 , 819 , -898 , -827 , 210 , 182 , -880 , -55 , 899 , 418 , 791 , 613 , 54 , 668 , -488 , -743 , 885 , 614 , -816 , -651 
 -576 , -794 , 310 , -596 , -83 , 729 , 312 , -292 , 957 , 164 , -623 , 874 , 510 , 529 , 963 , -148 , 543 , -885 , -998 , 384 , -126 , -69 , -563 , 303 , -651 , -362 
 -291 , 329 , 888 , 148 , -116 , -267 , 608 , 986 , 991 , 419 , 224 , 514 , 747 , -9 , -832 , -362 , 82 , -158 , -245 , 193 , 986 , -467 , 529 , -178 , 653 , -866 
 -699 , 590 , -624 , -847 , -307 , 57 , -505 , -976 , -341 , -716 , -937 , -817 , -628 , 292 , -133 , -295 , 313 , -349 , -150 , -583 , 617 , -612 , -246 , -976 , 891 , -707 
 -315 , -103 , 417 , 477 ,= ( ( Z18 - ( N65 - G8 ) ) + P6 ) , 518 , 936 , -935 , -166 , 423 , -819 , -400 , 996 , -786 , -170 , 909 , 522 , 623 , 617 , -148 , 143 , -703 , 302 , 329 , 920 , -731 
 -762 , -56 , 460 , -401 , 310 , 557 , 398 , -914 , 828 , 986 , -277 , 512 , -173 , -708 , -630 ,= ( J64 + ( ( C20 - V47 ) + L62 ) ) , 845 , -117 , 359 , -1 , -913 , -975 , -189 , -471 , 703 , 914 
 8 , -968 , -166 , 744 , -749 , 339 , -739 , 461 , 4 , -133 , 57 , 40 , 987 , -125 , 180 , 282 , -821 , -121 , 804 , 1 , -753 , 10 , 10 , 733 , -362 , -113 
 -217 , 858 , 402 , 462 , 175 , -447 ,= ( ( C20 + ( N65 + W32 ) ) + J64 ) , -832 , -415 , -933 , 854 , 472 , 928 , 797 , 128 , -412 , -792 , 878 , 567 , -278 ,= ( ( ( H77 - R41 ) + M92 ) + V47 ) , 465 , 930 , -863 , 296 , -644 
 763 , -119 , -623 , 260 , 481 , 531 , -817 , 250 , 175 , -924 , 462 , 700 , -244 , 175 , 700 , -842 , -112 , 180 , -707 , -519 , 244 , 59 , -897 , -848 , -726 , -637 
 -619 , 964 , 236 , 318 , 102 , -689 , 0 , -78 , 104 , -245 , -479 , 437 , 69 , 800 , 386 , 996 , 967 , 72 , -778 , -473 , -170 , -49 , -331 , 959 ,= ( ( ( J64 + V47 ) + Z18 ) + P70 ) , 760 
 217 , -427 , -219 , -727 , 993 , -908 , 246 , -81 , -566 , -331 , 702 , 115 , 842 , 613 , -965 , 482 , 864 , -754 , -930 , -980 , 979 , 692 , 147 , -641 , -128 , 264 
 -332 , 350 , 60 , 816 , 45 , 3 , -901 , 393 , -19 , 115 , 165 , -832 , 544 , -90 , 474 , -648 , -267 , -962 , 498 , 18 , 825 , -823 , 2 , -825 , 209 , 172 
 600 , -689 , -396 , -248 , -139 , 362 , -245 , 847 , -634 , -508 , 879 , -960 , 557 , -403 , 930 , -201 , 974 , 602 , -252 , 636 , 573 , -370 , 796 , 906 , -23 , 245 
 -553 , 583 , -369 , -325 , -219 , -892 , 539 , 82 , -917 , -401 , 716 , -597 , 266 , -516 , 191 , 235 , 254 , -643 , -293 , -712 , 230 , -648 , 150 , -857 , -720 , 324 
