 -77 , 77 , 678 , -260 , -955 , -368 , 401 , 492 , 8 , 390 , 871 , 746 , 668 , 664 , 574 , -176 ,= ( P29 - G14 ) , -60 , 107 , 151 , -343 , -295 , 69 , 91 , 125 , -304 
 -163 , -904 , -942 , -722 , -125 , 678 , -836 ,= ( E58 + W38 ) , 212 , -618 , -598 , 998 , 691 , 127 , -39 , -532 , -379 , -152 , 141 , -356 , -8 , -704 , -587 , -646 , -527 , 723 
 459 , 534 , -241 , 877 , -247 , -918 , -453 , -872 , 809 , 440 , 80 , 834 , 108 , -18 , 938 , -971 , 7 , -149 , -257 , 5 , -630 , 580 , 151 , 879 , -189 , -656 
 -734 , 778 , -466 , -179 , -996 , -421 , 820 , -596 , 64 , 454 , 62 , 33 , -672 , 114 , -905 , 37 , -713 , 849 , -486 , 786 , -451 , 650 , -680 , 873 , 11 , 492 
 67 , -26 , 965 , -635 , -142 , -400 , -369 , 712 , 565 , -834 , 713 , 15 , 474 , -974 , 665 , 777 , -895 , -396 , 132 , -470 , 588 , -866 , 951 , 703 , -468 , 978 
 641 , 480 , -501 , -98 , -957 , -87 , -906 , -784 , -46 , 321 , 968 , -178 , -915 , 794 , -517 , 2 , 157 , -659 , -255 , 627 , 76 , -284 , -236 , -60 , -127 , 294 
 928 , -920 , 639 , -614 , 792 , 688 , 394 , 744 , 463 , -338 , 10 , 881 , 308 , -141 , -33 , 594 , -584 , -652 , 584 , 6 , -446 , -829 , -97 , 656 , 437 , -906 
 -562 , -654 , 935 , 870 , 898 , -222 , 393 , -860 , -400 , -344 , 448 , -423 , 917 , -500 , -83 , -67 , -785 , 373 , -69 , 766 , -222 , -281 , -738 , 413 , 260 , 436 
 575 , -428 , 153 , 915 , -451 , 92 , 208 , -27 , -648 , 349 , 451 , 842 ,= ( Q87 - A37 ) , -103 , -261 , 388 , -490 , 690 , 413 , -157 , -576 , 807 , 703 , 951 , -10 , -711 
 223 , -573 , 84 , 794 , 292 , 867 , 576 , -482 , 772 , 769 , -989 , -222 ,= ( E43 - A92 ) , 792 , -904 , 456 , -52 , 676 , 793 , -962 , 402 , -976 , 608 , -90 , -837 , -125 
 -788 , -4 , -903 , -194 , 422 , 850 , -393 , -577 , -171 , -608 , -651 , -780 , 885 , 451 , 243 , 64 , -303 , -224 , 380 , 24 , 484 , -670 , 400 , 262 , -288 , 30 
 77 , 924 , 865 , -90 , -501 , 412 , -407 , -583 , -310 , 17 , 944 , -945 , -194 , 17 , 854 , -142 , -844 , 114 , 503 , -808 , 806 , -155 , -710 , 641 , -884 , 374 
 -686 , 87 , -213 , 446 , 475 , 819 , 2 , 762 , 572 , 761 , -866 , 181 , 744 , 461 , 841 , 995 , -395 , 76 , -722 , -897 , 57 , 275 , 183 , 74 , 548 , -670 
 274 , -867 ,= ( W38 + U27 ) , -329 , 54 , -373 ,= ( I20 - N12 ) , 415 , 656 , -251 ,= ( O15 + E39 ) , -32 , 218 , 4 , -98 , -280 , -971 , 703 , -257 , 68 , -494 , -118 , -84 , 890 , 263 , 506 
 -606 , 187 , -866 , 533 , 975 , 916 , -343 , 532 , 298 , -332 , -332 , 52 , -599 , 93 ,= ( G14 - A37 ) , 154 , 818 , 400 , -941 , -878 , -945 , -693 , 446 , 546 , 805 , -272 
 259 , 432 , -667 , -506 , -618 , -923 , -147 , -488 , 30 , -611 , 617 , -735 , -598 , 112 , -146 , -63 , 884 , 252 , -717 , -435 , 58 , 960 , -799 , 513 , -224 , -15 
 -40 , 261 , 312 , 286 , 836 , -832 , -901 , -781 , 80 , -240 , 761 , -89 , -51 , 224 , -714 , 751 , 290 , -360 , -637 , -732 , -833 , -887 , -250 , -670 , -752 , 177 
 -60 , -146 , 143 , -383 , -322 , -425 , 689 , 590 , -993 , 389 , -392 , -586 , -493 , -362 , -976 , -178 , -522 , 831 , -902 , -726 , 225 , -354 , -227 , -487 , -502 , -238 
 144 , 840 , -37 , 119 , 839 , 172 , -509 , -335 , -441 , -812 , -335 , 907 , 163 ,= ( K14 + L77 ) , 540 , -963 , -915 , -475 , -771 , 76 , 365 , 46 , 766 , -70 , -468 , -139 
 -384 , -960 , -181 , -827 , 881 , 761 , 525 , -547 ,= ( P72 - Z7 ) , 752 , 413 , 421 , 311 , 604 , 810 , -694 , 318 , -136 , -949 , 975 , -860 , 641 , -788 , 574 , 831 , -208 
 779 , -202 , -814 , -890 , -678 , 532 , 992 , -822 , -225 , 551 , -42 , -759 , -528 , -873 , 899 , -734 , 800 , 202 , -500 , -247 , -229 , -984 , 454 , -726 , -428 , 192 
 252 , 752 , 280 , -389 , 641 , 849 , 378 , 249 , 681 ,= ( I20 - A79 ) , 130 , 791 , -973 , 965 , -91 , 583 , 742 , -540 , -273 , 513 , 271 , -247 , -186 , -669 , 664 , 246 
 -747 , 45 , 248 , 62 , 786 , -786 , -920 , 289 , 860 , -876 , -760 , 367 , -625 , 780 , -263 , -535 , -599 , 942 , 386 , 972 , 110 , -934 , 135 , -702 , 401 , 616 
 -203 , 533 , 302 , 393 , -96 , 215 , -997 , 421 , 804 , 443 , -550 , -726 , 492 , 257 , 456 , 259 ,= ( E43 + X34 ) , -522 , 843 , -180 , -633 , 300 , -899 , -507 ,= ( M70 + N92 ) , 351 
 -677 , 916 , 870 , 802 , 196 , 410 , -966 , -928 , 979 , -233 , 763 , 360 , 435 , 243 , -917 , -592 , -369 , 797 , -741 , -727 , -986 , 14 , -763 , 915 , -548 , -696 
 -160 , -267 , -809 , -437 , 913 , -382 , 876 , -188 , -297 , 767 , -140 , 383 , -122 , 546 , 349 , 775 , 144 , 408 , -183 , 816 , 140 , -58 , -902 , -543 , 995 , -600 
 483 , 932 , 673 , 537 , 743 , -998 , -263 , 857 , 819 , -108 , 799 , -641 , -815 , -150 , 742 , 656 , 867 , 740 , 948 , 947 ,= ( G14 - I20 ) , -706 , 390 , -568 , -687 , -913 
 291 , -740 , -74 , 519 , 7 , -486 , -713 , 614 , 143 , 10 , 362 , -476 , -321 , 220 , 666 , -471 , 973 , -871 , -526 , 10 , -493 , -200 , -490 , -981 , 60 , 291 
 225 , 367 , 494 , 419 , 117 , -849 , -922 , -273 ,= ( U27 - U45 ) , -599 , -234 , -170 , 988 , 668 , -215 ,= ( I20 - A92 ) , -753 , -624 , 992 , -80 , -418 , -616 , -590 , 461 , -8 , 917 
 -725 , 299 , 442 , -727 , 835 , 560 , -220 , 611 , -336 , 725 , -521 , -655 , -503 , 620 , -117 , 481 , -443 ,= ( B45 + E87 ) , 983 , -503 , 678 , 567 , -729 , 643 , -956 , -135 
 336 , 24 , 883 , -218 , -297 , 48 , 180 , 504 , 631 , 148 , -31 , -394 , 50 , 594 , 143 , 113 , 651 , 966 , -802 , -457 , 473 , -42 , -536 , -139 , -803 , -565 
 -800 , -571 , 600 , -65 , -669 , 619 , -764 , -499 , -185 , -702 , 270 , 547 , 667 , 342 , 168 , 22 , -301 , -900 , -961 , -954 , 452 , -94 , 9 , 703 , -979 , 265 
 -635 , -442 , -953 , 407 , -275 , -139 , -760 , 940 , -362 , 275 , 732 , -719 , -255 , -554 , -276 , -677 , 78 , 984 , 586 , 662 , -637 , 242 , -303 , -944 , -497 , -406 
 -286 , -401 , -549 , -541 , -136 , 294 , 647 , -18 , -633 , 79 , 54 , 641 , -441 , 851 , -560 , 841 , -456 , -510 , -978 , 412 , 646 , 614 , -604 ,= ( M9 - E58 ) , 424 , 496 
 -552 , 598 , -261 , 605 , 296 , 289 , -672 , -546 , 896 , 46 , -442 , 243 , -490 , -211 , -241 , 434 , 475 , -94 , -48 , 200 , 547 , 170 , 482 , -930 , 122 , -711 
 -199 , -303 , 465 , 449 , -803 , -429 , -541 , -512 , -823 , 410 , -629 , 765 , -537 , 727 , -958 , -451 , -4 , -569 , 127 , 638 , 763 , 918 , 565 , -243 , -610 , -720 
= ( U27 + E43 ) , -390 , -917 , -849 , 13 , -244 , -330 , 815 , 4 , 754 , -822 , -690 , -945 , -331 , -618 , 808 , 204 , -179 , -528 , -172 , -528 ,= ( T43 - Q86 ) , -365 , 888 , -299 , -337 
 -247 , 2 , -295 , -407 , -72 , 833 , 764 , 126 , 122 , 539 , -738 , -314 , -724 , -989 , -621 , 14 , 723 , 898 , -697 , 331 , 524 , 260 ,= ( L80 - O15 ) , -706 , 226 , -880 
 -444 , -847 , -159 , 38 ,= ( G14 + M9 ) , -478 , -940 , -88 , -674 , -363 , 140 , -548 , -900 , -460 , 791 , -934 , 617 , 286 , 32 , -265 , 847 , 294 , -150 , -8 , -432 , 732 
 318 , -566 , -353 , -909 , 741 , -40 , 351 , 631 , -803 , 783 , -682 , -286 , -185 , 944 , 641 , 894 , 953 , 286 , -945 , 498 , -746 , -53 , 926 , 641 , -836 , 879 
 -455 , 29 , 193 , 110 , -43 , 472 , -403 , -912 , -92 , -768 , 800 , -142 , -246 , -636 , 73 , 582 , -558 , 642 , 928 , -785 , 704 , 550 , -460 , -389 , 796 , -568 
 553 , 237 , -424 , -801 , 407 , 921 , -354 , 700 , -625 , -328 , 560 , 984 , -796 , 482 , -720 , 292 , -365 , 64 , -777 , -478 , -33 , 377 , 70 , 971 , -227 , 731 
 -281 , 588 , 703 , 759 ,= ( U27 + I20 ) ,= ( H2 + M70 ) , 611 , 834 , 718 , -206 , -155 , -982 , -852 , -448 , -969 , -935 , -536 , -724 , 987 , -634 , 818 , -692 , 544 , 399 , 64 , 826 
 51 , -669 ,= ( A72 + K74 ) , 619 , -50 , -935 , 147 , 737 , -926 , -123 , -375 , -714 , -980 , -127 , 227 , 60 , -965 , -836 , 869 , -981 , -45 , -455 , -362 , -680 , 232 , -908 
 135 ,= ( G14 + J22 ) , -900 , -344 , 501 , 969 , -736 , -613 , 751 , -776 , -331 , 849 , 525 , 922 , 635 , 341 , -331 , 742 , 105 , 629 ,= ( K14 - I29 ) , 901 , 995 , 653 , 180 , -407 
 720 , -168 , -365 , 161 , -452 , 732 , -547 , 228 , -504 , 414 , 563 , -305 , -46 , 743 , 503 , 288 , -165 , 946 , -508 , 693 , 19 , -961 , 590 , -431 , 791 , -425 
 -440 , -373 , 705 , -368 , 520 , -254 , 223 , -824 , -926 , -98 , -297 , -59 , -602 , -413 , 784 , -661 , -562 , -483 , 97 , -180 , -48 , -953 , -23 , -702 , -443 , 786 
 935 , 129 , -79 , -594 , -315 , -4 , -80 , -761 , -415 , 37 , -726 , -47 , 623 , -553 , -59 , -817 , 922 , -588 , -499 , 737 , 685 , 782 , 137 , 153 , -215 , -407 
 -808 , -112 , -194 , -769 , 232 , -443 , 871 , 558 , -604 , -840 , -178 , 699 , 603 , 376 , -447 , 933 , -905 , 443 , 20 , 253 , -717 , 692 , 990 , 912 , -451 , 283 
 -186 , -175 , -109 , 879 , 62 ,= ( E58 - Q87 ) , 515 , 593 , 458 , 728 , 7 , -491 , 916 , -691 , 141 , 704 , -648 , -857 , 843 , 467 , 93 , -104 , -632 , 516 , 761 , 550 
