 -608 , 747 , -854 , -225 , 14 , 78 , -39 , -676 , -129 , 270 , 983 , 462 , 554 , -561 , 633 , 456 , 885 , -728 , 673 , 951 , -771 , -408 , 93 , -273 , -572 , -267 
 316 , -154 , -784 , -579 , 633 , -450 , -486 , -805 , -580 , 547 , 397 , 186 , -601 , 207 , -305 , -820 ,= ( ( I14 + ( I33 - D15 ) ) - H36 ) , -989 , -1 , -627 , -269 , -107 , 22 , 454 , 397 , 99 
 -208 , 394 , 335 , -415 ,= ( Q20 - ( I14 + ( S27 - D15 ) ) ) , 62 , 455 , -919 , 139 , -410 , -293 , 997 , 741 , -516 , -521 , -357 , 151 , 518 , 402 , 522 , 145 , -902 , -801 , 434 , -873 , -734 
 -910 , -969 , -438 , 697 , 887 ,= ( ( ( K47 + I19 ) - P38 ) - O14 ) , 549 , -181 , 686 , -177 , 516 , -59 , 267 , 498 , 167 , 769 , -165 , 67 , 607 , -162 , 869 , 716 , 369 , 125 , 569 , -95 
 840 , 175 , -654 , 133 , -514 , 784 , -69 , 740 , 937 , -406 , -585 , -398 , -847 , 906 , 551 , -794 , -795 , -838 , -318 , 466 , 102 , -404 , 218 , -465 , -887 , -989 
 -910 , -610 , -382 , 321 , 840 , 461 , -78 , 536 , -710 , -642 , -100 , -888 , -78 , 192 , 804 , 575 , 976 , -358 ,= ( O8 - ( M16 + ( N32 - E33 ) ) ) , -854 , 275 , 30 , -104 , 907 , 885 , 853 
 -763 , 141 , 333 , 35 , 967 , 358 , 370 , -75 , 176 , 401 , -640 , -474 , 904 , 969 , 650 , 902 , -330 , 945 , -397 , 31 , -425 ,= ( ( ( I19 + F11 ) + Q20 ) + C26 ) , 409 , -392 , 764 , 610 
 132 , -72 , 756 , -157 , -612 , 418 , 781 , -478 , 943 , 714 , 480 , -573 , -181 , 652 , 430 , -711 , 796 , 483 , -169 , 292 , -450 , -450 , -515 , -832 , -730 , 505 
 632 , -926 , 707 , -427 , -116 , -530 , 188 , -251 , 633 , 357 , -18 , -797 , 668 , 354 , -60 , 147 , 350 , -424 , -519 , 185 , 570 , 973 , -196 , 451 , -91 , 646 
 731 , -804 , 665 , -918 , 312 , 161 , 900 , -335 , -292 , -832 , 688 , -518 , -117 , -988 , 41 , -741 , -243 , 695 ,= ( ( ( S6 - C26 ) - O14 ) - J50 ) , -224 , -905 , -138 , -890 , -413 , -244 , 224 
 158 , -462 , 174 , -74 , 772 ,= ( S27 - ( S6 - ( Q37 + C26 ) ) ) , -477 , -983 , -168 , -263 , -475 , -921 , -226 , -321 , 811 , -851 , 909 , -205 , -894 , 810 , 699 , 765 , -421 , 760 , -715 , 115 
 -140 , 655 , -340 , 923 , 659 , 31 , 261 , 539 , 831 , -113 , -508 , -30 , 561 , 896 , 87 , 182 , -848 , 427 , -747 , -716 , 299 , -852 , 671 , -839 , 556 , -428 
 880 , 581 , 586 , 826 , -849 , -28 , -65 , -387 , -145 , 126 , -466 , 619 , -572 , -583 , -721 , 672 , -382 , 758 , 303 , 340 , -766 , 867 , -428 , -575 , 32 , 511 
 -267 , 639 , -53 , 813 , 536 , -473 , 729 , 868 ,= ( ( Q37 + ( C26 - S6 ) ) - S27 ) ,= ( J50 - ( B21 - ( H36 + E3 ) ) ) , -420 , 830 , -724 , -816 ,= ( ( ( I19 - S6 ) + F11 ) - Q37 ) , -898 , 372 , -416 , 671 , 359 , -82 , -678 , -991 , -291 , 872 , 109 
 674 , 165 , -314 ,= ( B21 + ( S6 - ( K47 - Q37 ) ) ) , -253 , -571 , -135 , 898 , -301 , 745 , 571 , -742 , -182 , -904 , 185 , -203 , 875 , -437 , -732 , 277 , 733 , -512 , 448 , -182 , 777 , 547 
 238 , 132 , -524 , -403 , 293 , 488 , -366 , -269 , 748 , 967 , 431 , -521 , 896 , 266 , -84 , -513 , -620 , -473 , -464 , -657 ,= ( ( M28 - ( O14 - N27 ) ) - D31 ) , 421 , 138 , 446 , 487 , 997 
 -509 , 702 , -887 , 904 , -821 , -92 , 312 , 894 , -756 , 823 , -663 , 138 , 329 , -974 , -605 , -83 , 937 , -21 , -606 , 279 , 909 , -649 , -104 , -777 , 341 , 988 
 939 , -253 , 33 , -982 , -459 , -753 , 63 , -111 , 498 , -297 , 525 , -768 , -431 , 382 , -950 , -441 , 825 , -355 , -79 , 373 , -73 , -920 , -334 , -331 , 560 , -334 
