 109 , 127 , -95 , 785 , -606 , -624 , -675 , -608 , -39 , 482 , -967 , 798 , -715 , 918 , -705 , -576 , 740 , 708 , 965 , 534 , 833 , -136 , -100 , -566 , 334 , -843 
 -707 , 86 , 699 , 230 , -603 , -424 , -344 , -668 , -262 , 808 , -358 , -732 , -272 , 911 , 812 , -901 , 815 , -185 , -847 , 611 , -229 , 404 , 404 , -264 , -311 , -105 
 576 , -521 , -894 , 405 , 78 , -645 , -468 , -356 , 423 , 627 , -374 , -804 , 251 , 964 , 672 , -511 , -368 , 338 , -388 , 940 , 286 , -857 , 44 , 131 , 700 , -202 
 -516 , 524 , -581 , -224 , 326 , -554 , 447 , 333 , 380 , -517 , 11 , -304 , -462 , 77 , 511 , -306 , -668 , 588 ,= ( C112 + R137 ) , -760 , 807 , 780 , -577 , -505 , -119 , -914 
 -960 , 453 , -300 , 135 , -860 , -85 , -573 , -234 , 945 , 956 , 453 , -778 , -422 , -120 , -751 , -105 , 216 , -647 , -592 , -977 , 945 , -591 , 379 , -733 , -785 , -965 
 -862 , 653 , 744 , 746 , 474 , -153 , 154 , 601 , 690 , -401 , -603 , -776 , 229 , 964 , 26 , -974 , -247 , 730 , -791 , -747 , -815 , -421 , 261 , -102 , -257 , -955 
 -606 , -201 , -63 , -81 , 908 , -336 , 945 , -905 , -201 , 82 , -460 , -470 , -936 , -305 , 394 , -799 , 901 , 295 , 437 , 463 , -747 , -359 , 284 , 891 , -982 , 367 
 964 , 526 , -810 , 968 , 761 , -940 , 100 , -574 , 103 , 70 , -489 , 779 , 286 , 83 , 569 , 546 , 214 , -625 , -986 , -225 , -178 , -355 , -164 , -628 , -773 , 4 
 -297 , 642 , 610 , 867 , -30 , 36 , -726 , 966 , -719 , 844 , -889 , 823 , -504 , -310 , -156 , 98 , 980 , 738 , -25 , 6 , -749 , -146 , -595 , -697 , -558 , -997 
 -125 , -646 , 808 , 599 , 298 , -367 , 801 , -191 ,= ( J56 + L33 ) , 275 , -752 , -539 , 299 , 775 , -408 , -356 , -21 , -458 , -965 , -484 , -765 , -706 , -405 , 881 , 599 , -261 
